"Date","Country","State","Market Size","Product","City","Product Line","Product Type","Type","Budget COGS","Budget Margin","Budget Profit","Budget Sales","COGS","Inventory","Marketing","Sales","Total Expenses","Inv2"
"01/07/2019","United Kingdom","Wales","Small Market","Decaf Irish Cream","Cardiff","Beans","Coffee","Decaf",22,33,22,55,26,666,8,60,20,
"01/07/2019","United Kingdom","Wales","Small Market","Caffe Mocha","Cardiff","Beans","Espresso","Regular",22,33,22,55,22,889,6,54,17,
"01/09/2019","United Kingdom","Wales","Small Market","Decaf Espresso","Cardiff","Beans","Espresso","Decaf",0,55,44,55,0,521,0,51,13,
"01/11/2019","United Kingdom","Wales","Small Market","Amaretto","Cardiff","Beans","Coffee","Regular",11,22,11,33,17,933,5,47,18,
"01/12/2019","United Kingdom","Wales","Small Market","Decaf Irish Cream","Cardiff","Beans","Coffee","Decaf",0,22,11,22,11,654,4,29,17,
"01/01/2018","United Kingdom","Wales","Major Market","Earl Grey","Briton Ferry","Leaves","Tea","Regular",66,99,44,165,80,614,26,198,60,
"01/02/2018","United Kingdom","Wales","Major Market","Caffe Mocha","Briton Ferry","Beans","Espresso","Regular",297,407,286,704,258,1411,85,600,121,
"01/09/2018","United Kingdom","Wales","Major Market","Chamomile","Briton Ferry","Leaves","Herbal Tea","Decaf",110,176,154,286,136,1021,38,333,51,
"01/09/2018","United Kingdom","Wales","Major Market","Decaf Irish Cream","Briton Ferry","Beans","Coffee","Decaf",132,209,154,341,135,882,43,328,68,
"01/10/2018","United Kingdom","Wales","Major Market","Chamomile","Briton Ferry","Leaves","Herbal Tea","Decaf",99,165,154,264,136,1007,38,333,51,
"01/02/2019","United Kingdom","Wales","Major Market","Darjeeling","Briton Ferry","Leaves","Tea","Regular",66,110,88,176,85,494,24,222,37,
"01/02/2019","United Kingdom","Wales","Major Market","Earl Grey","Briton Ferry","Leaves","Tea","Regular",66,110,55,176,83,604,27,222,61,
"01/03/2019","United Kingdom","Wales","Major Market","Darjeeling","Briton Ferry","Leaves","Tea","Regular",66,121,88,187,90,486,25,233,37,
"01/04/2019","United Kingdom","Wales","Major Market","Lemon","Briton Ferry","Leaves","Herbal Tea","Decaf",66,99,66,165,86,653,28,209,42,
"01/07/2019","United Kingdom","Wales","Major Market","Chamomile","Briton Ferry","Leaves","Herbal Tea","Decaf",88,154,132,242,115,1048,32,280,42,
"01/10/2019","United Kingdom","Wales","Major Market","Chamomile","Briton Ferry","Leaves","Herbal Tea","Decaf",99,165,154,264,136,1007,38,355,51,
"01/11/2019","United Kingdom","Wales","Major Market","Chamomile","Briton Ferry","Leaves","Herbal Tea","Decaf",121,165,121,286,130,1023,37,340,50,
"01/11/2019","United Kingdom","Wales","Major Market","Mint","Briton Ferry","Leaves","Herbal Tea","Decaf",77,121,88,198,90,1083,25,233,37,
"01/11/2019","United Kingdom","Wales","Major Market","Darjeeling","Briton Ferry","Leaves","Tea","Regular",44,66,44,110,55,648,16,145,28,
"01/12/2019","United Kingdom","Wales","Major Market","Earl Grey","Briton Ferry","Leaves","Tea","Regular",55,88,44,143,74,745,25,197,60,
"01/12/2019","United Kingdom","Wales","Major Market","Caffe Mocha","Briton Ferry","Beans","Espresso","Regular",341,462,352,803,272,1919,90,676,125,
"01/01/2018","United Kingdom","England","Major Market","Mint","London","Leaves","Herbal Tea","Decaf",77,99,66,176,92,686,30,209,44,
"01/03/2018","United Kingdom","England","Major Market","Colombian","London","Beans","Coffee","Regular",374,550,407,924,297,2246,104,743,161,
"01/04/2018","United Kingdom","England","Major Market","Lemon","London","Leaves","Herbal Tea","Decaf",187,253,187,440,230,1066,71,502,94,
"01/06/2018","United Kingdom","England","Major Market","Caffe Latte","London","Beans","Espresso","Regular",264,286,198,550,286,1887,80,574,106,
"01/06/2018","United Kingdom","England","Major Market","Amaretto","London","Beans","Coffee","Regular",187,-55,-121,132,156,1666,50,106,75,
"01/07/2018","United Kingdom","England","Major Market","Colombian","London","Beans","Coffee","Regular",495,759,583,1254,401,2920,140,1004,196,
"01/07/2018","United Kingdom","England","Major Market","Decaf Irish Cream","London","Beans","Coffee","Decaf",319,-44,-165,275,262,3077,86,223,134,
"01/08/2018","United Kingdom","England","Major Market","Decaf Espresso","London","Beans","Espresso","Decaf",308,407,275,715,325,1886,107,756,143,
"01/11/2018","United Kingdom","England","Major Market","Mint","London","Leaves","Herbal Tea","Decaf",33,55,33,88,44,590,15,102,28,
"01/11/2018","United Kingdom","England","Major Market","Decaf Espresso","London","Beans","Espresso","Decaf",242,319,209,561,251,1861,83,586,118,
"01/12/2018","United Kingdom","England","Major Market","Colombian","London","Beans","Coffee","Regular",363,550,385,913,307,2907,107,769,164,
"01/01/2019","United Kingdom","England","Major Market","Earl Grey","London","Leaves","Tea","Regular",33,66,66,99,60,502,17,165,30,
"01/02/2019","United Kingdom","England","Major Market","Earl Grey","London","Leaves","Tea","Regular",55,77,66,132,85,494,24,222,36,
"01/02/2019","United Kingdom","England","Major Market","Decaf Espresso","London","Beans","Espresso","Decaf",242,330,220,572,258,1411,85,640,120,
"01/04/2019","United Kingdom","England","Major Market","Earl Grey","London","Leaves","Tea","Regular",55,88,77,143,90,506,25,233,38,
"01/05/2019","United Kingdom","England","Major Market","Caffe Mocha","London","Beans","Espresso","Regular",121,176,33,297,134,867,120,315,147,
"01/05/2019","United Kingdom","England","Major Market","Colombian","London","Beans","Coffee","Regular",418,616,451,1034,333,2475,116,824,163,
"01/07/2019","United Kingdom","England","Major Market","Earl Grey","London","Leaves","Tea","Regular",66,99,88,165,104,669,29,251,39,
"01/01/2018","United Kingdom","England","Small Market","Caffe Mocha","Manchester","Beans","Espresso","Regular",11,33,22,44,20,904,6,50,19,
"01/01/2018","United Kingdom","England","Small Market","Chamomile","Manchester","Leaves","Herbal Tea","Decaf",99,143,33,242,116,798,105,275,142,
"01/01/2018","United Kingdom","England","Small Market","Mint","Manchester","Leaves","Herbal Tea","Decaf",88,132,99,220,105,669,33,258,59,
"01/01/2018","United Kingdom","England","Small Market","Green Tea","Manchester","Leaves","Tea","Regular",176,-176,-264,0,270,1561,103,19,139,
"01/01/2018","United Kingdom","England","Small Market","Colombian","Manchester","Beans","Coffee","Regular",44,55,11,99,38,217,14,84,50,
"01/02/2018","United Kingdom","England","Small Market","Caffe Latte","Manchester","Beans","Espresso","Regular",0,44,33,44,0,852,0,48,14,
"01/02/2018","United Kingdom","England","Small Market","Decaf Irish Cream","Manchester","Beans","Coffee","Decaf",33,44,22,77,31,1058,9,70,32,
"01/02/2018","United Kingdom","England","Small Market","Mint","Manchester","Leaves","Herbal Tea","Decaf",88,154,121,242,115,656,37,280,62,
"01/02/2018","United Kingdom","England","Small Market","Earl Grey","Manchester","Leaves","Tea","Regular",165,176,110,341,251,1580,70,503,96,
"01/02/2018","United Kingdom","England","Small Market","Green Tea","Manchester","Leaves","Tea","Regular",165,-165,-242,0,264,2131,101,26,138,
"01/03/2018","United Kingdom","England","Small Market","Decaf Irish Cream","Manchester","Beans","Coffee","Decaf",33,44,22,77,31,1054,9,70,32,
"01/03/2018","United Kingdom","England","Small Market","Lemon","Manchester","Leaves","Herbal Tea","Decaf",143,209,132,352,170,912,55,404,104,
"01/03/2018","United Kingdom","England","Small Market","Mint","Manchester","Leaves","Herbal Tea","Decaf",99,154,121,253,120,644,38,294,62,
"01/03/2018","United Kingdom","England","Small Market","Darjeeling","Manchester","Leaves","Tea","Regular",176,242,165,418,268,1386,88,624,124,
"01/03/2018","United Kingdom","England","Small Market","Earl Grey","Manchester","Leaves","Tea","Regular",165,187,121,352,263,1559,73,526,101,
"01/03/2018","United Kingdom","England","Small Market","Colombian","Manchester","Beans","Coffee","Regular",44,55,11,99,37,209,14,83,51,
"01/04/2018","United Kingdom","England","Small Market","Caffe Mocha","Manchester","Beans","Espresso","Regular",11,33,22,44,21,902,6,52,19,
"01/04/2018","United Kingdom","England","Small Market","Mint","Manchester","Leaves","Herbal Tea","Decaf",110,176,121,286,136,673,43,332,70,
"01/04/2018","United Kingdom","England","Small Market","Darjeeling","Manchester","Leaves","Tea","Regular",176,253,176,429,278,1448,92,646,128,
"01/04/2018","United Kingdom","England","Small Market","Green Tea","Manchester","Leaves","Tea","Regular",187,-187,-275,0,286,3354,108,29,145,
"01/05/2018","United Kingdom","England","Small Market","Colombian","Manchester","Beans","Coffee","Regular",44,66,22,110,40,234,15,90,51,
"01/05/2018","United Kingdom","England","Small Market","Darjeeling","Manchester","Leaves","Tea","Regular",187,264,187,451,290,1577,95,674,130,
"01/05/2018","United Kingdom","England","Small Market","Green Tea","Manchester","Leaves","Tea","Regular",187,-187,-275,0,292,4117,110,20,147,
"01/06/2018","United Kingdom","England","Small Market","Decaf Espresso","Manchester","Beans","Espresso","Decaf",22,33,22,55,24,878,6,59,19,
"01/06/2018","United Kingdom","England","Small Market","Colombian","Manchester","Beans","Coffee","Regular",44,66,22,110,40,260,15,91,51,
"01/06/2018","United Kingdom","England","Small Market","Lemon","Manchester","Leaves","Herbal Tea","Decaf",187,275,187,462,220,1205,73,526,124,
"01/06/2018","United Kingdom","England","Small Market","Earl Grey","Manchester","Leaves","Tea","Regular",187,198,132,385,286,1887,80,574,106,
"01/06/2018","United Kingdom","England","Small Market","Green Tea","Manchester","Leaves","Tea","Regular",187,-187,-275,0,299,4958,113,41,149,
"01/07/2018","United Kingdom","England","Small Market","Darjeeling","Manchester","Leaves","Tea","Regular",209,297,209,506,321,1917,106,746,142,
"01/07/2018","United Kingdom","England","Small Market","Green Tea","Manchester","Leaves","Tea","Regular",187,-187,-275,0,297,5753,113,30,149,
"01/07/2018","United Kingdom","England","Small Market","Caffe Latte","Manchester","Beans","Espresso","Regular",0,44,33,44,0,615,0,48,13,
"01/07/2018","United Kingdom","England","Small Market","Decaf Espresso","Manchester","Beans","Espresso","Decaf",11,33,22,44,22,889,6,54,19,
"01/08/2018","United Kingdom","England","Small Market","Colombian","Manchester","Beans","Coffee","Regular",44,66,22,110,42,273,16,95,52,
"01/08/2018","United Kingdom","England","Small Market","Mint","Manchester","Leaves","Herbal Tea","Decaf",143,220,165,363,170,899,54,414,80,
"01/08/2018","United Kingdom","England","Small Market","Darjeeling","Manchester","Leaves","Tea","Regular",209,297,209,506,325,1886,107,756,143,
"01/08/2018","United Kingdom","England","Small Market","Decaf Irish Cream","Manchester","Beans","Coffee","Decaf",55,66,33,121,46,1108,14,99,37,
"01/08/2018","United Kingdom","England","Small Market","Caffe Latte","Manchester","Beans","Espresso","Regular",0,44,33,44,0,568,0,48,13,
"01/08/2018","United Kingdom","England","Small Market","Decaf Espresso","Manchester","Beans","Espresso","Decaf",22,33,22,55,26,887,7,64,20,
"01/09/2018","United Kingdom","England","Small Market","Colombian","Manchester","Beans","Coffee","Regular",55,66,22,121,44,269,17,101,54,
"01/09/2018","United Kingdom","England","Small Market","Chamomile","Manchester","Leaves","Herbal Tea","Decaf",110,165,44,275,134,1001,121,319,158,
"01/09/2018","United Kingdom","England","Small Market","Lemon","Manchester","Leaves","Herbal Tea","Decaf",143,231,154,374,179,1263,59,426,106,
"01/09/2018","United Kingdom","England","Small Market","Darjeeling","Manchester","Leaves","Tea","Regular",176,264,187,440,279,1855,92,648,127,
"01/09/2018","United Kingdom","England","Small Market","Earl Grey","Manchester","Leaves","Tea","Regular",176,187,121,363,274,1953,76,548,103,
"01/09/2018","United Kingdom","England","Small Market","Decaf Irish Cream","Manchester","Beans","Coffee","Decaf",44,55,33,99,37,1104,11,80,36,
"01/09/2018","United Kingdom","England","Small Market","Caffe Latte","Manchester","Beans","Espresso","Regular",0,44,33,44,0,521,0,48,13,
"01/09/2018","United Kingdom","England","Small Market","Decaf Espresso","Manchester","Beans","Espresso","Decaf",22,33,22,55,26,884,7,64,20,
"01/10/2018","United Kingdom","England","Small Market","Lemon","Manchester","Leaves","Herbal Tea","Decaf",132,187,132,319,170,1246,55,404,103,
"01/10/2018","United Kingdom","England","Small Market","Mint","Manchester","Leaves","Herbal Tea","Decaf",99,165,143,264,135,868,43,328,69,
"01/10/2018","United Kingdom","England","Small Market","Darjeeling","Manchester","Leaves","Tea","Regular",121,198,143,319,283,1829,93,658,129,
"01/10/2018","United Kingdom","England","Small Market","Green Tea","Manchester","Leaves","Tea","Regular",121,-121,-187,0,281,7764,106,24,142,
"01/10/2018","United Kingdom","England","Small Market","Caffe Latte","Manchester","Beans","Espresso","Regular",0,33,33,33,0,473,0,48,13,
"01/10/2018","United Kingdom","England","Small Market","Caffe Mocha","Manchester","Beans","Espresso","Regular",11,22,22,33,24,931,6,58,19,
"01/10/2018","United Kingdom","England","Small Market","Decaf Espresso","Manchester","Beans","Espresso","Decaf",11,33,33,44,26,880,7,64,20,
"01/11/2018","United Kingdom","England","Small Market","Lemon","Manchester","Leaves","Herbal Tea","Decaf",176,242,143,418,191,1265,63,454,112,
"01/11/2018","United Kingdom","England","Small Market","Mint","Manchester","Leaves","Herbal Tea","Decaf",110,165,110,275,125,884,40,306,64,
"01/11/2018","United Kingdom","England","Small Market","Darjeeling","Manchester","Leaves","Tea","Regular",176,242,154,418,251,1861,83,586,119,
"01/11/2018","United Kingdom","England","Small Market","Earl Grey","Manchester","Leaves","Tea","Regular",165,165,88,330,233,1956,65,466,93,
"01/11/2018","United Kingdom","England","Small Market","Green Tea","Manchester","Leaves","Tea","Regular",198,-198,-308,0,270,8419,103,36,140,
"01/12/2018","United Kingdom","England","Small Market","Chamomile","Manchester","Leaves","Herbal Tea","Decaf",132,187,33,319,149,1034,135,355,171,
"01/12/2018","United Kingdom","England","Small Market","Darjeeling","Manchester","Leaves","Tea","Regular",198,264,165,462,272,1919,90,634,126,
"01/12/2018","United Kingdom","England","Small Market","Earl Grey","Manchester","Leaves","Tea","Regular",198,198,110,396,275,2002,77,552,104,
"01/12/2018","United Kingdom","England","Small Market","Decaf Irish Cream","Manchester","Beans","Coffee","Decaf",33,55,33,88,35,1110,10,76,33,
"01/12/2018","United Kingdom","England","Small Market","Caffe Latte","Manchester","Beans","Espresso","Regular",0,44,33,44,0,379,0,48,14,
"01/12/2018","United Kingdom","England","Small Market","Decaf Espresso","Manchester","Beans","Espresso","Decaf",22,33,22,55,26,888,7,64,20,
"01/01/2019","United Kingdom","England","Small Market","Darjeeling","Manchester","Leaves","Tea","Regular",165,242,165,407,258,1441,85,673,126,
"01/01/2019","United Kingdom","England","Small Market","Decaf Espresso","Manchester","Beans","Espresso","Decaf",11,33,22,44,19,855,5,53,18,
"01/01/2019","United Kingdom","England","Small Market","Decaf Irish Cream","Manchester","Beans","Coffee","Decaf",33,44,22,77,31,1062,9,76,36,
"01/01/2019","United Kingdom","England","Small Market","Caffe Latte","Manchester","Beans","Espresso","Regular",11,33,22,44,19,855,5,53,18,
"01/02/2019","United Kingdom","England","Small Market","Chamomile","Manchester","Leaves","Herbal Tea","Decaf",110,165,44,275,134,784,121,340,158,
"01/02/2019","United Kingdom","England","Small Market","Darjeeling","Manchester","Leaves","Tea","Regular",165,242,165,407,258,1411,85,640,120,
"01/02/2019","United Kingdom","England","Small Market","Decaf Espresso","Manchester","Beans","Espresso","Decaf",11,33,22,44,21,852,6,55,19,
"01/02/2019","United Kingdom","England","Small Market","Colombian","Manchester","Beans","Coffee","Regular",44,55,11,99,37,213,14,87,51,
"01/03/2019","United Kingdom","England","Small Market","Lemon","Manchester","Leaves","Herbal Tea","Decaf",143,209,132,352,170,912,55,431,104,
"01/03/2019","United Kingdom","England","Small Market","Darjeeling","Manchester","Leaves","Tea","Regular",176,242,165,418,268,1386,88,665,124,
"01/03/2019","United Kingdom","England","Small Market","Caffe Mocha","Manchester","Beans","Espresso","Regular",11,33,22,44,20,898,6,53,19,
"01/03/2019","United Kingdom","England","Small Market","Colombian","Manchester","Beans","Coffee","Regular",44,55,11,99,37,209,14,88,51,
"01/04/2019","United Kingdom","England","Small Market","Lemon","Manchester","Leaves","Herbal Tea","Decaf",176,264,176,440,211,952,70,535,120,
"01/04/2019","United Kingdom","England","Small Market","Darjeeling","Manchester","Leaves","Tea","Regular",176,253,176,429,278,1448,92,689,128,
"01/04/2019","United Kingdom","England","Small Market","Green Tea","Manchester","Leaves","Tea","Regular",187,-187,-275,0,286,3354,108,31,145,
"01/04/2019","United Kingdom","England","Small Market","Caffe Mocha","Manchester","Beans","Espresso","Regular",11,33,22,44,21,902,6,55,19,
"01/04/2019","United Kingdom","England","Small Market","Colombian","Manchester","Beans","Coffee","Regular",44,55,11,99,39,217,15,93,51,
"01/04/2019","United Kingdom","England","Small Market","Decaf Irish Cream","Manchester","Beans","Coffee","Decaf",33,44,22,77,31,1061,9,72,32,
"01/05/2019","United Kingdom","England","Small Market","Lemon","Manchester","Leaves","Herbal Tea","Decaf",176,264,176,440,215,1052,71,508,113,
"01/05/2019","United Kingdom","England","Small Market","Mint","Manchester","Leaves","Herbal Tea","Decaf",110,187,132,297,140,739,44,340,66,
"01/05/2019","United Kingdom","England","Small Market","Green Tea","Manchester","Leaves","Tea","Regular",187,-187,-275,0,292,4117,110,20,137,
"01/05/2019","United Kingdom","England","Small Market","Decaf Espresso","Manchester","Beans","Espresso","Decaf",11,33,22,44,22,863,6,54,17,
"01/05/2019","United Kingdom","England","Small Market","Colombian","Manchester","Beans","Coffee","Regular",44,66,22,110,40,234,15,88,48,
"01/06/2019","United Kingdom","England","Small Market","Lemon","Manchester","Leaves","Herbal Tea","Decaf",187,275,187,462,220,1205,73,522,115,
"01/06/2019","United Kingdom","England","Small Market","Darjeeling","Manchester","Leaves","Tea","Regular",187,286,209,473,300,1778,98,691,125,
"01/06/2019","United Kingdom","England","Small Market","Caffe Mocha","Manchester","Beans","Espresso","Regular",22,33,22,55,26,928,7,63,18,
"01/06/2019","United Kingdom","England","Small Market","Colombian","Manchester","Beans","Coffee","Regular",44,66,22,110,40,260,15,90,48,
"01/06/2019","United Kingdom","England","Small Market","Decaf Irish Cream","Manchester","Beans","Coffee","Decaf",44,44,22,88,36,1096,10,76,31,
"01/07/2019","United Kingdom","England","Small Market","Darjeeling","Manchester","Leaves","Tea","Regular",209,297,209,506,321,1917,106,740,132,
"01/07/2019","United Kingdom","England","Small Market","Earl Grey","Manchester","Leaves","Tea","Regular",187,209,143,396,293,2001,82,580,101,
"01/07/2019","United Kingdom","England","Small Market","Chamomile","Manchester","Leaves","Herbal Tea","Decaf",143,231,77,374,179,1038,162,423,184,
"01/07/2019","United Kingdom","England","Small Market","Lemon","Manchester","Leaves","Herbal Tea","Decaf",220,319,220,539,262,1309,86,619,125,
"01/07/2019","United Kingdom","England","Small Market","Mint","Manchester","Leaves","Herbal Tea","Decaf",143,220,165,363,170,917,54,411,74,
"01/07/2019","United Kingdom","England","Small Market","Decaf Irish Cream","Manchester","Beans","Coffee","Decaf",44,55,33,99,38,1111,11,82,33,
"01/07/2019","United Kingdom","England","Small Market","Caffe Mocha","Manchester","Beans","Espresso","Regular",22,33,22,55,28,940,8,66,20,
"01/08/2019","United Kingdom","England","Small Market","Darjeeling","Manchester","Leaves","Tea","Regular",209,297,209,506,325,1886,107,750,134,
"01/08/2019","United Kingdom","England","Small Market","Earl Grey","Manchester","Leaves","Tea","Regular",187,209,143,396,293,1977,82,580,102,
"01/08/2019","United Kingdom","England","Small Market","Chamomile","Manchester","Leaves","Herbal Tea","Decaf",154,242,77,396,191,1020,172,449,195,
"01/08/2019","United Kingdom","England","Small Market","Decaf Irish Cream","Manchester","Beans","Coffee","Decaf",55,66,33,121,46,1108,14,98,35,
"01/08/2019","United Kingdom","England","Small Market","Caffe Mocha","Manchester","Beans","Espresso","Regular",22,44,33,66,28,937,8,69,20,
"01/09/2019","United Kingdom","England","Small Market","Chamomile","Manchester","Leaves","Herbal Tea","Decaf",110,165,44,275,134,1001,121,340,158,
"01/09/2019","United Kingdom","England","Small Market","Lemon","Manchester","Leaves","Herbal Tea","Decaf",143,231,154,374,179,1263,59,454,106,
"01/09/2019","United Kingdom","England","Small Market","Mint","Manchester","Leaves","Herbal Tea","Decaf",110,176,132,286,135,882,43,350,68,
"01/09/2019","United Kingdom","England","Small Market","Decaf Irish Cream","Manchester","Beans","Coffee","Decaf",44,55,33,99,37,1104,11,85,36,
"01/09/2019","United Kingdom","England","Small Market","Caffe Mocha","Manchester","Beans","Espresso","Regular",11,33,22,44,21,933,6,57,19,
"01/10/2019","United Kingdom","England","Small Market","Green Tea","Manchester","Leaves","Tea","Regular",121,-121,-187,0,281,7764,106,25,142,
"01/10/2019","United Kingdom","England","Small Market","Chamomile","Manchester","Leaves","Herbal Tea","Decaf",99,165,66,264,138,988,125,350,162,
"01/10/2019","United Kingdom","England","Small Market","Colombian","Manchester","Beans","Coffee","Regular",44,66,33,110,38,264,14,91,50,
"01/10/2019","United Kingdom","England","Small Market","Caffe Latte","Manchester","Beans","Espresso","Regular",0,33,33,33,0,473,0,51,13,
"01/11/2019","United Kingdom","England","Small Market","Earl Grey","Manchester","Leaves","Tea","Regular",165,165,88,330,233,1956,65,497,93,
"01/11/2019","United Kingdom","England","Small Market","Chamomile","Manchester","Leaves","Herbal Tea","Decaf",121,165,22,286,134,1004,120,339,157,
"01/11/2019","United Kingdom","England","Small Market","Lemon","Manchester","Leaves","Herbal Tea","Decaf",176,242,143,418,191,1265,63,483,112,
"01/11/2019","United Kingdom","England","Small Market","Decaf Irish Cream","Manchester","Beans","Coffee","Decaf",33,44,22,77,32,1104,9,75,33,
"01/12/2019","United Kingdom","England","Small Market","Chamomile","Manchester","Leaves","Herbal Tea","Decaf",132,187,33,319,149,1034,135,378,171,
"01/12/2019","United Kingdom","England","Small Market","Lemon","Manchester","Leaves","Herbal Tea","Decaf",231,308,187,539,247,1311,81,626,128,
"01/12/2019","United Kingdom","England","Small Market","Colombian","Manchester","Beans","Coffee","Regular",44,66,22,110,43,275,16,104,53,
"01/08/2018","United Kingdom","England","Major Market","Decaf Irish Cream","Bristol","Beans","Coffee","Decaf",66,99,77,165,58,610,19,132,32,
"01/08/2018","United Kingdom","England","Major Market","Caffe Mocha","Bristol","Beans","Espresso","Regular",110,165,132,275,136,1036,38,332,50,
"01/12/2018","United Kingdom","England","Major Market","Decaf Irish Cream","Bristol","Beans","Coffee","Decaf",55,66,44,121,48,585,16,109,29,
"01/01/2019","United Kingdom","England","Major Market","Colombian","Bristol","Beans","Coffee","Regular",286,330,242,616,228,1062,71,557,99,
"01/07/2019","United Kingdom","England","Major Market","Caffe Latte","Bristol","Beans","Espresso","Regular",44,77,44,121,58,-502,19,143,51,
"01/09/2019","United Kingdom","England","Major Market","Chamomile","Bristol","Leaves","Herbal Tea","Decaf",55,77,44,132,59,451,19,147,50,
"01/10/2019","United Kingdom","England","Major Market","Caffe Latte","Bristol","Beans","Espresso","Regular",44,77,55,121,80,-955,26,214,61,
"01/01/2018","United Kingdom","England","Major Market","Caffe Latte","London","Beans","Espresso","Regular",231,242,165,473,251,1605,70,502,97,
"01/06/2018","United Kingdom","England","Major Market","Chamomile","London","Leaves","Herbal Tea","Decaf",110,176,154,286,136,1042,38,332,50,
"01/06/2018","United Kingdom","England","Major Market","Lemon","London","Leaves","Herbal Tea","Decaf",220,286,209,506,269,1335,83,586,106,
"01/10/2018","United Kingdom","England","Major Market","Chamomile","London","Leaves","Herbal Tea","Decaf",88,143,132,231,119,1069,33,292,47,
"01/06/2019","United Kingdom","England","Major Market","Decaf Espresso","London","Beans","Espresso","Decaf",286,374,253,660,300,1778,98,691,125,
"01/07/2019","United Kingdom","England","Major Market","Amaretto","London","Beans","Coffee","Regular",209,-99,-165,110,170,2016,54,95,73,
"01/12/2019","United Kingdom","England","Major Market","Lemon","London","Leaves","Herbal Tea","Decaf",242,286,187,528,266,1454,82,615,106,
"01/01/2018","United Kingdom","Wales","Small Market","Decaf Espresso","Clydach","Beans","Espresso","Decaf",55,88,66,143,51,855,14,126,26,
"01/03/2018","United Kingdom","Wales","Small Market","Decaf Espresso","Clydach","Beans","Espresso","Decaf",55,88,66,143,53,843,15,130,28,
"01/04/2018","United Kingdom","Wales","Small Market","Caffe Mocha","Clydach","Beans","Espresso","Regular",55,88,66,143,52,904,15,127,28,
"01/04/2018","United Kingdom","Wales","Small Market","Decaf Irish Cream","Clydach","Beans","Coffee","Decaf",88,99,55,187,84,1062,26,184,49,
"01/04/2018","United Kingdom","Wales","Small Market","Lemon","Clydach","Leaves","Herbal Tea","Decaf",77,44,11,121,103,924,31,147,58,
"01/05/2018","United Kingdom","Wales","Small Market","Decaf Irish Cream","Clydach","Beans","Coffee","Decaf",77,88,44,165,75,1098,24,163,47,
"01/05/2018","United Kingdom","Wales","Small Market","Lemon","Clydach","Leaves","Herbal Tea","Decaf",88,33,0,121,108,1071,33,150,59,
"01/06/2018","United Kingdom","Wales","Small Market","Caffe Mocha","Clydach","Beans","Espresso","Regular",44,66,44,110,41,964,11,102,25,
"01/06/2018","United Kingdom","Wales","Small Market","Chamomile","Clydach","Leaves","Herbal Tea","Decaf",44,77,22,121,58,345,52,138,85,
"01/08/2018","United Kingdom","Wales","Small Market","Earl Grey","Clydach","Leaves","Tea","Regular",22,33,-11,55,32,237,13,72,50,
"01/09/2018","United Kingdom","Wales","Small Market","Lemon","Clydach","Leaves","Herbal Tea","Decaf",88,22,-11,110,115,1732,36,127,61,
"01/10/2018","United Kingdom","Wales","Small Market","Decaf Espresso","Clydach","Beans","Espresso","Decaf",33,88,88,121,36,917,9,87,21,
"01/10/2018","United Kingdom","Wales","Small Market","Decaf Irish Cream","Clydach","Beans","Coffee","Decaf",55,88,77,143,72,1159,22,157,47,
"01/01/2019","United Kingdom","Wales","Small Market","Earl Grey","Clydach","Leaves","Tea","Regular",22,33,-11,55,32,186,13,81,52,
"01/03/2019","United Kingdom","Wales","Small Market","Earl Grey","Clydach","Leaves","Tea","Regular",22,44,0,66,37,179,14,88,50,
"01/05/2019","United Kingdom","Wales","Small Market","Decaf Espresso","Clydach","Beans","Espresso","Decaf",44,77,55,121,43,879,11,106,22,
"01/05/2019","United Kingdom","Wales","Small Market","Decaf Irish Cream","Clydach","Beans","Coffee","Decaf",77,88,44,165,75,1098,24,162,43,
"01/06/2019","United Kingdom","Wales","Small Market","Earl Grey","Clydach","Leaves","Tea","Regular",33,33,-11,66,39,225,15,85,48,
"01/06/2019","United Kingdom","Wales","Small Market","Decaf Irish Cream","Clydach","Beans","Coffee","Decaf",66,88,55,154,72,1147,22,156,43,
"01/07/2019","United Kingdom","Wales","Small Market","Lemon","Clydach","Leaves","Herbal Tea","Decaf",110,44,0,154,132,1468,41,184,63,
"01/07/2019","United Kingdom","Wales","Small Market","Caffe Mocha","Clydach","Beans","Espresso","Regular",44,66,44,110,39,984,10,95,21,
"01/08/2019","United Kingdom","Wales","Small Market","Colombian","Clydach","Beans","Coffee","Regular",77,99,44,176,80,667,30,175,63,
"01/09/2019","United Kingdom","Wales","Small Market","Earl Grey","Clydach","Leaves","Tea","Regular",22,22,-11,44,27,234,10,64,47,
"01/12/2019","United Kingdom","Wales","Small Market","Green Tea","Clydach","Leaves","Tea","Regular",33,44,0,77,43,275,16,104,52,
"01/01/2018","United Kingdom","England","Major Market","Earl Grey","London","Leaves","Tea","Regular",33,66,66,99,60,502,17,148,29,
"01/01/2018","United Kingdom","England","Major Market","Decaf Irish Cream","London","Beans","Coffee","Decaf",198,-44,-132,154,159,949,52,130,101,
"01/03/2018","United Kingdom","England","Major Market","Decaf Irish Cream","London","Beans","Coffee","Decaf",209,-44,-132,165,170,1417,55,140,104,
"01/05/2018","United Kingdom","England","Major Market","Colombian","London","Beans","Coffee","Regular",418,616,451,1034,333,2475,116,832,175,
"01/07/2018","United Kingdom","England","Major Market","Lemon","London","Leaves","Herbal Tea","Decaf",242,297,220,539,286,1451,88,624,113,
